nombre,codigo,usuario,region,poblacion,capital,moneda,idioma,paisesFronterizos,bandera,ubicacion
Afghanistan,AF,6193b4a75debfda129ca91ef,America,,Caqueta,"[{'code': 'AFN', 'name': 'Afghan afghani', 'symbol': '؋'}]","[{'iso639_1': 'ps', 'iso639_2': 'pus', 'name': 'Pashto', 'nativeName': 'پښتو'}, {'iso639_1': 'uz', 'iso639_2': 'uzb', 'name': 'Uzbek', 'nativeName': 'Oʻzbek'}, {'iso639_1': 'tk', 'iso639_2': 'tuk', 'name': 'Turkmen', 'nativeName': 'Türkmen'}]","['IRN', 'PAK', 'TKM', 'UZB', 'TJK', 'CHN']",https://upload.wikimedia.org/wikipedia/commons/5/5c/Flag_of_the_Taliban.svg,"[33, 65]"
